checkpoint_seed,direction_family,direction_family_index,direction_index,direction_rng_seed_or_hash,direction_vector_or_lossless_reference,direction_vector_sha256,directional_cosine,epsilon_applied,epsilon_ref,g_actual,g_pred,gamma_local,producer_future_dtype,producer_predicted_dtype,record_index,route,stable_unit_id,stratum
291402,random_orthogonal,29,49,rng_seed:12282817255406540913,causal_direction_vectors.npz:direction_vectors[49],D9DE5BB44A62AB6201A9B02913EF68F5F4F848B8FFD10E0997B2FA0E431F80AB,0.9999992913122967,0.6498769760131836,6.498769760131836,0.04620762914419174,0.04546356793467517,0.1,float32,float64,49,CF,W29U_2B98D8963199CEBD39881CF3,S1
291402,random_orthogonal,30,50,rng_seed:10965976484174144000,causal_direction_vectors.npz:direction_vectors[50],501A870D36EC30AB61F1F4A5630157C795F30172ACE32C290AC93597AA692370,0.9999984990222598,0.6498769760131836,6.498769760131836,0.030784187838435173,0.03060020254745762,0.1,float32,float64,50,CF,W29U_2B98D8963199CEBD39881CF3,S1
291402,random_orthogonal,31,51,rng_seed:8562185335740602028,causal_direction_vectors.npz:direction_vectors[51],BA425DD0E335B9060756061701D0C9564E35C10C80379A5A8E8BFDE111071758,0.9999983792157267,0.6498769760131836,6.498769760131836,0.020305030047893524,0.020271612628138196,0.1,float32,float64,51,CF,W29U_2B98D8963199CEBD39881CF3,S1
291402,top_weighted_R,0,0,vector_sha256:D51855C0998CE5290D0391E78AB0946001FB24068EB25C6F392FEA8A33EDF601,causal_direction_vectors.npz:direction_vectors[52],D51855C0998CE5290D0391E78AB0946001FB24068EB25C6F392FEA8A33EDF601,0.9999591893155522,0.6498769760131836,6.498769760131836,1.2664493322372437,1.2766442688609834,0.1,float32,float64,52,P,W29U_2B98D8963199CEBD39881CF3,S1
291402,top_weighted_R,1,1,vector_sha256:9F54BCD3A4EE7FF4A8E564E34EE74F82021D573DDD15003F7D6A1A7D5C6F7529,causal_direction_vectors.npz:direction_vectors[53],9F54BCD3A4EE7FF4A8E564E34EE74F82021D573DDD15003F7D6A1A7D5C6F7529,0.9999994495793859,0.6498769760131836,6.498769760131836,0.9604828953742981,0.9601928492389992,0.1,float32,float64,53,P,W29U_2B98D8963199CEBD39881CF3,S1
291402,top_weighted_R,2,2,vector_sha256:D30D25B4E48F85D02A623CB9BA1D7B0C7D4F3AE85C56C2B44C5554922C9D7500,causal_direction_vectors.npz:direction_vectors[54],D30D25B4E48F85D02A623CB9BA1D7B0C7D4F3AE85C56C2B44C5554922C9D7500,0.999968257256063,0.6498769760131836,6.498769760131836,0.6739975214004517,0.6794233757348419,0.1,float32,float64,54,P,W29U_2B98D8963199CEBD39881CF3,S1
291402,top_weighted_R,3,3,vector_sha256:67A934480339811ED4236AFCA6F4A23A2F3FEA5F2EFE1991CD2BD9CD4E1D068B,causal_direction_vectors.npz:direction_vectors[55],67A934480339811ED4236AFCA6F4A23A2F3FEA5F2EFE1991CD2BD9CD4E1D068B,0.9999993390237227,0.6498769760131836,6.498769760131836,0.5054717063903809,0.5064475055836647,0.1,float32,float64,55,P,W29U_2B98D8963199CEBD39881CF3,S1
291402,bottom_null_weighted_R,0,4,vector_sha256:26309ACE2819A29E5FF541B1679684ADFCBEFFB4FF29B1FE7A5A6BD08CEC1CE7,causal_direction_vectors.npz:direction_vectors[56],26309ACE2819A29E5FF541B1679684ADFCBEFFB4FF29B1FE7A5A6BD08CEC1CE7,-0.01755331475901125,0.6498769760131836,6.498769760131836,0.00345999957062304,5.568536664080725e-17,0.1,float32,float64,56,P,W29U_2B98D8963199CEBD39881CF3,S1
291402,bottom_null_weighted_R,1,5,vector_sha256:E01A6FC0F4C9155479EC7BD0B8DC5A98C92316B272D85927487B5E90A9374645,causal_direction_vectors.npz:direction_vectors[57],E01A6FC0F4C9155479EC7BD0B8DC5A98C92316B272D85927487B5E90A9374645,0.7573544103328999,0.6498769760131836,6.498769760131836,0.0013016518205404282,1.7716258292234904e-17,0.1,float32,float64,57,P,W29U_2B98D8963199CEBD39881CF3,S1
291402,bottom_null_weighted_R,2,6,vector_sha256:F5F7198193A1A140E1B9B8C8EA792750BA633006C32045A529C2C9B88011363C,causal_direction_vectors.npz:direction_vectors[58],F5F7198193A1A140E1B9B8C8EA792750BA633006C32045A529C2C9B88011363C,-0.07703448064660262,0.6498769760131836,6.498769760131836,0.002742582466453314,9.929787932724152e-17,0.1,float32,float64,58,P,W29U_2B98D8963199CEBD39881CF3,S1
