Delta_align,Delta_d,S_sub_F_CF,S_sub_P_CF,checkpoint,d_R_F_CF,d_R_P_CF,r_CF,r_F,r_P,stratum,unit_id
0.023041309081948902,0.05707764411317137,0.9424989932131798,0.9655403022951287,291403,0.22891289148988034,0.17183524737670897,5,4,4,S1,W29U_CDB45AA59812E048F89D1FEF
0.034002707275210486,0.09435764134843841,0.9482037956579403,0.9822065029331508,291403,0.22467328533992206,0.13031564399148365,4,4,4,S1,W29U_D8CFC7B512CCF79D00E3DA72
0.04469271228437299,0.16355665881007614,0.9538229099071838,0.9985156221915568,291403,0.19955383199236798,0.035997173182291856,4,4,4,S1,W29U_0C150BD91825DDE5B26260D3
0.15473729890182664,0.2923140536805587,0.8274379926842517,0.9821752915860783,291403,0.4271190313138104,0.13480497763325172,4,4,4,S1,W29U_2F5C149851D9AB038AA06566
0.140313009402679,0.10313072778728971,0.5696241765929789,0.7099371859956579,291403,0.5929687498566373,0.48983802206934757,4,4,4,S1,W29U_A3B6D3BDB73A7B2D4AE044E2
0.3385813483297684,0.27998710415245776,0.5611184829870527,0.8996998313168211,291403,0.6248246146141355,0.34483751046167777,5,4,5,S1,W29U_AC8C1DB17FDD8141A366E8D2
0.04836222183783345,0.08372853390987245,0.8368467901989733,0.8852090120368068,291403,0.412401473174068,0.32867293926419555,5,4,4,S1,W29U_B1AA4B604A313D5010E1A61F
0.11571985800733209,0.44002705172280165,0.6947683696199598,0.8104882276272919,291403,0.6361521759420733,0.19612512421927167,3,4,4,S1,W29U_4BC3ADADD4685C9154124B37
0.1429283078817244,0.2741276802891801,0.8279418057671719,0.9708701136488963,291403,0.43605764846953315,0.16192996818035305,4,4,4,S1,W29U_62F02A00E48B9E836FA9D0FE
0.2619490078610248,0.21747115755769242,0.5391987249810525,0.8011477328420773,291403,0.8493822911242687,0.6319111335665762,4,4,4,S1,W29U_E53925AE8D426CFBA11CA56F
0.11606204215634774,0.22511546799156223,0.8601559669714809,0.9762180091278286,291403,0.3555730815999151,0.13045761360835284,4,4,4,S1,W29U_5E9585B5B6DBFD2154636B70
0.12877794746190852,0.09554310876826944,0.5733210753006168,0.7020990227625253,291403,0.6117887003440938,0.5162455915758244,4,4,4,S1,W29U_E9525766D7F0FD19E74D6A7E
0.3682502185338945,0.32981351881768006,0.5575566614441672,0.9258068799780617,291403,0.641352194823916,0.31153867600623597,5,4,5,S1,W29U_BA70175A76438B66A59B5FB8
0.3580798318578353,0.3129103086959732,0.5640353381690365,0.9221151700268718,291403,0.6271560950567455,0.31424578636077233,5,4,5,S1,W29U_A972A9FE615861DB83C1C26E
0.19210794783524066,0.4551558326509998,0.680617400620187,0.8727253484554277,291403,0.6252871399297041,0.17013130727870426,3,4,4,S1,W29U_D72E64A6FE3FD6481A8DD4F3
0.023973349431802515,0.1160796205523703,0.9694810052354292,0.9934543546672318,291403,0.20873185087972962,0.09265223032735932,4,4,4,S1,W29U_AAD068AB87B51FB466F1641F
0.2775926543908954,0.42727532463350804,0.5957876385965503,0.8733802929874457,291403,0.5670914038580268,0.13981607922451877,4,4,4,S1,W29U_6CFF1D75487CD3A42D913977
0.1825064471530996,0.2422639903174441,0.736389128883024,0.9188955760361236,291403,0.46449441362852034,0.22223042331107623,4,4,5,S1,W29U_E39EA8A21758C10BCC5F4B25
0.05174315260046969,0.0855843788681393,0.8244037457951692,0.8761468983956389,291403,0.4321379652284178,0.3465535863602785,5,4,4,S1,W29U_C886BB9C0B293A1ED9758B14
-0.05148159311686695,0.035468863429457986,0.7321181158664061,0.6806365227495391,291403,0.631312066697427,0.595843203267969,4,4,4,S1,W29U_A5910054BB855156E9B32F8C
0.026638241991753353,0.08550600839490896,0.9456489329481977,0.9722871749399511,291403,0.26663302955097024,0.18112702115606127,4,4,4,S1,W29U_2A89DC488AD15CBE1249ED0D
0.02796044184259927,0.09313964854285298,0.9610948496544355,0.9890552914970347,291403,0.18101989974633836,0.08788025120348539,4,4,4,S1,W29U_9D11D773ABD3D5DDFD96D857
0.002993160159245334,0.11697945154786948,0.7282355127685656,0.7312286729278109,291403,0.6539063058499386,0.5369268543020691,4,4,4,S1,W29U_B52BC9EA0A5865F529FD944F
