checkpoint,stratum,unit_id,native_CF_r90,S_F_CF,S_P_CF,S_P_F,Delta_Align,Delta_PF_Align,dR_F_CF,dR_P_CF,dR_P_F,Delta_d,source_record_index
291403,S2,W29U_BA8F0BBA7DD34894F52D8984,4,0.49180013964934227,0.5630693744454337,0.8288952216852388,0.07126923479609143,0.17110477831476123,1.0011305350976156,1.1391076491264511,0.6003724868563398,-0.1379771140288355,248
291403,S2,W29U_1A76051F68A035461FA58639,3,0.5305827032011365,0.7653998894293347,0.5966727589742113,0.23481718622819814,0.40332724102578865,0.8921038526366772,0.5317127306761446,0.8150561149099453,0.3603911219605327,249
291403,S2,W29U_2E4321BF2DB1D8DD3E839BC4,4,0.8707773970422592,0.9927612513705801,0.8698800854900204,0.12198385432832093,0.13011991450997962,1.6621385811893052,0.10376696955637132,1.65252443964145,1.5583716116329338,250
291403,S2,W29U_F0D8813BABEB03235BE3F5F1,4,0.7333732426857229,0.8043607849989008,0.9364645639520774,0.07098754231317794,0.06353543604792256,1.0405224175224632,0.8271486571634379,0.5347807197437532,0.21337376035902533,251
291403,S2,W29U_75E1B5DFD8A7A539DE8FC900,4,0.5867721827969423,0.734390848698214,0.8365121113876762,0.1476186659012717,0.16348788861232377,0.9415942443118394,1.1332802424746937,1.10431761635809,-0.19168599816285437,252
291403,S2,W29U_9F64F2ED6522A8545701DEE2,4,0.9086271275079971,0.9984536338168297,0.90366195433609,0.0898265063088326,0.09633804566391002,1.0265807181634545,0.044149429159464994,1.0292160245362867,0.9824312890039896,253
291403,S2,W29U_1B1E7F331C8C1B7B2435E8C2,3,0.8634413141803593,0.8947140701914073,0.950055310621089,0.03127275601104795,0.049944689378910945,1.1139228987052272,1.1491349737379108,0.23289307814385066,-0.03521207503268364,254
291403,S2,W29U_8FEF3BAD240070F8614650A4,1,0.8861395245028568,0.9982830627135756,0.8807465987945767,0.11214353821071876,0.11925340120542327,1.3611776199152004,0.05118825182778203,1.364012855039874,1.3099893680874184,255
291404,S1,W29U_2B98D8963199CEBD39881CF3,5,0.6099176486619692,0.6079466856057946,0.9737764317051036,-0.0019709630561746128,0.02622356829489636,0.712994281983869,0.6995254284384508,0.18495604925185108,0.013468853545418269,256
291404,S1,W29U_11EACAC0A69B433BE5335374,4,0.9772150676310797,0.9393634544604226,0.9857972228913195,-0.037851613170657106,0.014202777108680453,0.13787843061991586,0.2125742930135135,0.10000213037239662,-0.07469586239359763,257
291404,S1,W29U_CDB45AA59812E048F89D1FEF,5,0.9921407720928027,0.9804640984238434,0.9922501626153373,-0.011676673668959303,0.007749837384662728,0.10345148364045413,0.20206160688145608,0.14917295231556263,-0.09861012324100195,258
291404,S1,W29U_D8CFC7B512CCF79D00E3DA72,4,0.9791371525545906,0.9425051700795016,0.9855524135055124,-0.03663198247508892,0.01444758649448763,0.11296276747253647,0.17758004320028492,0.10279482907570606,-0.06461727572774845,259
291404,S1,W29U_0C150BD91825DDE5B26260D3,5,0.9754367950909442,0.9901075941725871,0.9825769979104795,0.014670799081642927,0.017423002089520523,0.17579952715159963,0.11661674875908444,0.14240192345185396,0.05918277839251519,260
291404,S1,W29U_2F5C149851D9AB038AA06566,4,0.869464957263537,0.9733919453492579,0.9284350941615799,0.10392698808572087,0.07156490583842012,0.3898626428633643,0.20188226606436022,0.24771254639397008,0.1879803767990041,261
291404,S1,W29U_A3B6D3BDB73A7B2D4AE044E2,4,0.6950735223911862,0.600934438409581,0.898643408960474,-0.0941390839816052,0.10135659103952599,0.5315942788455583,0.6574544013000269,0.37822343854433865,-0.12586012245446854,262
