P_d,P_s,S_sub_gamma_CF,checkpoint,d_R_gamma_CF,gamma,stratum,unit_id
0.8911609443974071,0.33360234044891635,0.9815261283402726,291402,0.14236651458442565,1.0,S2,W29U_8554CD43CD3B32615F3A644F
0.0,0.0,0.7032702154717241,291402,1.3473287953320494,0.0,S2,W29U_3312DE18215FD10EB1066B20
0.40157223012390536,0.0922397454069992,0.7955099608787233,291402,0.8062789662800018,0.25,S2,W29U_3312DE18215FD10EB1066B20
0.18238503592851738,0.14741844812872862,0.8506886636004527,291402,1.1015961845877051,0.5,S2,W29U_3312DE18215FD10EB1066B20
0.5353054523606606,0.20173636781022153,0.9050065832819456,291402,0.6260963450677474,0.75,S2,W29U_3312DE18215FD10EB1066B20
-0.04086197367220188,0.23515844304692113,0.9384286585186452,291402,1.402383309094748,1.0,S2,W29U_3312DE18215FD10EB1066B20
0.0,0.0,0.9755854329790586,291402,1.1372578532010549,0.0,S2,W29U_A2599D3295EC0563B06B9904
-0.2869844192092123,0.003911775699435793,0.9794972086784944,291402,1.4636331376933622,0.25,S2,W29U_A2599D3295EC0563B06B9904
-0.06811781974775104,0.004200983283867976,0.9797864162629266,291402,1.2147253786521868,0.5,S2,W29U_A2599D3295EC0563B06B9904
0.4399362785298041,0.0004703640131804576,0.9760557969922391,291402,0.6369368655345485,0.75,S2,W29U_A2599D3295EC0563B06B9904
0.7909001967719816,0.022531662373354133,0.9981170953524128,291402,0.23780039332306824,1.0,S2,W29U_A2599D3295EC0563B06B9904
0.0,0.0,0.9630950962730944,291402,1.233680284101604,0.0,S2,W29U_61CA805816309171BA652E24
-0.04864269156488641,0.007690430592764974,0.9707855268658594,291402,1.2936898136508883,0.25,S2,W29U_61CA805816309171BA652E24
0.03028339138868248,0.011210883640119684,0.9743059799132141,291402,1.1963202612096238,0.5,S2,W29U_61CA805816309171BA652E24
0.31111134220034403,0.015139748409053078,0.9782348446821475,291402,0.849868355068341,0.75,S2,W29U_61CA805816309171BA652E24
0.9039120231081296,0.033195089572702674,0.9962901858457971,291402,0.11854184262980715,1.0,S2,W29U_61CA805816309171BA652E24
0.0,0.0,0.9755850041686047,291402,0.9516807215332429,0.0,S2,W29U_4A949BC43B7EBA039FBCF755
-0.36655371098018935,0.006507866039212051,0.9820928702078168,291402,1.3005228216799238,0.25,S2,W29U_4A949BC43B7EBA039FBCF755
-0.38208443007634185,0.009187178666367313,0.984772182834972,291402,1.315303107635296,0.5,S2,W29U_4A949BC43B7EBA039FBCF755
0.19341344140386463,0.004879734702186944,0.9804647388707917,291402,0.767612878063592,0.75,S2,W29U_4A949BC43B7EBA039FBCF755
0.8983294507450894,0.02347156153079244,0.9990565656993972,291402,0.09675790167269614,1.0,S2,W29U_4A949BC43B7EBA039FBCF755
0.0,0.0,0.9783166526787711,291402,1.287283537419353,0.0,S2,W29U_BAEA92E0AF8EFDA4A5D1A272
0.5825738105734694,0.005903147335298509,0.9842198000140696,291402,0.5373458617358826,0.25,S2,W29U_BAEA92E0AF8EFDA4A5D1A272
0.26431098016136484,0.011712354425836402,0.9900290071046075,291402,0.9470403638981905,0.5,S2,W29U_BAEA92E0AF8EFDA4A5D1A272
0.22843848002948514,0.0169089491016583,0.9952256017804294,291402,0.9932184427640687,0.75,S2,W29U_BAEA92E0AF8EFDA4A5D1A272
0.7951452984240106,0.017348191588307915,0.995664844267079,291402,0.26370608490093017,1.0,S2,W29U_BAEA92E0AF8EFDA4A5D1A272
0.0,0.0,0.5908861049622165,291402,0.933445694998533,0.0,S2,W29U_7B66010E91B04E7D027A4DB1
-0.14886948799942634,0.013600864238960675,0.6044869692011772,291402,1.0724072776883822,0.25,S2,W29U_7B66010E91B04E7D027A4DB1
0.005889734352712578,0.0424429148725084,0.6333290198347249,291402,0.9279479478223026,0.5,S2,W29U_7B66010E91B04E7D027A4DB1
0.5676252008894472,0.24684003892955442,0.8377261438917709,291402,0.40359839485503346,0.75,S2,W29U_7B66010E91B04E7D027A4DB1
0.681916491443067,0.29834963912005696,0.8892357440822735,291402,0.29691368171181637,1.0,S2,W29U_7B66010E91B04E7D027A4DB1
0.0,0.0,0.8990098201597643,291402,1.3029494338118313,0.0,S2,W29U_C1EEFD3EC60839B7FC16C567
0.39315312444332234,0.03302398941231188,0.9320338095720762,291402,0.7906907929166588,0.25,S2,W29U_C1EEFD3EC60839B7FC16C567
-0.2530677828055574,0.07547133806997941,0.9744811582297437,291402,1.6326839581346009,0.5,S2,W29U_C1EEFD3EC60839B7FC16C567
0.6596502537882238,0.06944545323258844,0.9684552733923527,291402,0.44345850912397444,0.75,S2,W29U_C1EEFD3EC60839B7FC16C567
0.1784475210462792,0.06581751116568701,0.9648273313254513,291402,1.0704413372992785,1.0,S2,W29U_C1EEFD3EC60839B7FC16C567
0.0,0.0,0.7025248105776313,291402,1.5621651902932325,0.0,S2,W29U_845964ADB660A765D929E61B
0.3613757020536017,0.07757002868435592,0.7800948392619872,291402,0.9976366479269559,0.25,S2,W29U_845964ADB660A765D929E61B
0.44002918817495135,0.13014972943268988,0.8326745400103212,291402,0.874766909812893,0.5,S2,W29U_845964ADB660A765D929E61B
0.587921410418764,0.17978394988526658,0.8823087604628979,291402,0.6437348283083505,0.75,S2,W29U_845964ADB660A765D929E61B
0.10751105953320447,0.21662387101877012,0.9191486815964014,291402,1.3942151555188096,1.0,S2,W29U_845964ADB660A765D929E61B
0.0,0.0,0.8882154350818163,291402,0.7467141941618063,0.0,S2,W29U_35C707ACB41E5A2BB2C7F4F4
-1.0635269493674844,0.04337433038346361,0.9315897654652799,291402,1.540864863129175,0.25,S2,W29U_35C707ACB41E5A2BB2C7F4F4
-1.0320744655833682,0.07825587374168619,0.9664713088235025,291402,1.5173788470459,0.5,S2,W29U_35C707ACB41E5A2BB2C7F4F4
0.8181860042114029,0.10780926806474944,0.9960247031465658,291402,0.13576309135180226,0.75,S2,W29U_35C707ACB41E5A2BB2C7F4F4
0.8460840149990446,0.10466721729007644,0.9928826523718928,291402,0.11493125070776304,1.0,S2,W29U_35C707ACB41E5A2BB2C7F4F4
0.0,0.0,0.8873934467447353,291402,1.6274401845422628,0.0,S2,W29U_949CC7C8E67B372BAFDBC304
0.2042725272047208,0.0496735709988243,0.9370670177435596,291402,1.2949988651710933,0.25,S2,W29U_949CC7C8E67B372BAFDBC304
0.7866602311524737,0.08976291958497884,0.9771563663297141,291402,0.34719771278263506,0.5,S2,W29U_949CC7C8E67B372BAFDBC304
0.9673402172323087,0.11057054173543623,0.9979639884801715,291402,0.05315184289359447,0.75,S2,W29U_949CC7C8E67B372BAFDBC304
0.9085405175070456,0.0989409000514434,0.9863343467961787,291402,0.14884483706556512,1.0,S2,W29U_949CC7C8E67B372BAFDBC304
0.0,0.0,0.9794817667819483,291402,0.7785918423227748,0.0,S2,W29U_66B630D7911A20329B5E4CE5
-0.8635547525881786,0.0066096599002244405,0.9860914266821728,291402,1.4509485280878562,0.25,S2,W29U_66B630D7911A20329B5E4CE5
-0.4609960654640602,0.011900193919250346,0.9913819607011987,291402,1.1375196182364489,0.5,S2,W29U_66B630D7911A20329B5E4CE5
0.9253938611905916,0.01880802285826788,0.9982897896402162,291402,0.05808773106328061,0.75,S2,W29U_66B630D7911A20329B5E4CE5
-0.36582167469624216,0.00902234386219447,0.9885041106441428,291402,1.0634176139864906,1.0,S2,W29U_66B630D7911A20329B5E4CE5
0.0,0.0,0.9578301204065536,291402,1.4061154695119362,0.0,S2,W29U_4AB8314629FC2762CF312EFA
0.06545507936717936,0.009957090386056855,0.9677872107926104,291402,1.3140780698555483,0.25,S2,W29U_4AB8314629FC2762CF312EFA
0.7853288014218858,0.0325258895110625,0.9903560099176161,291402,0.3018524931785698,0.5,S2,W29U_4AB8314629FC2762CF312EFA
0.9676425787217032,0.04083821275365396,0.9986683331602075,291402,0.045498270611959976,0.75,S2,W29U_4AB8314629FC2762CF312EFA
0.9177590686502944,0.03473599911231762,0.9925661195188712,291402,0.11564024579697231,1.0,S2,W29U_4AB8314629FC2762CF312EFA
0.0,0.0,0.8694532177202938,291402,1.212692440096003,0.0,S2,W29U_350A2A50D509582EE77C5BC2
0.007052302826923199,0.00420439862980726,0.8736576163501011,291402,1.2041401657725186,0.25,S2,W29U_350A2A50D509582EE77C5BC2
0.003998008947610212,0.007911991089172177,0.877365208809466,291402,1.207844084869796,0.5,S2,W29U_350A2A50D509582EE77C5BC2
0.024869669620318877,0.05640953024375395,0.9258627479640478,291402,1.1825331797597323,0.75,S2,W29U_350A2A50D509582EE77C5BC2
0.028605930323931772,0.07513179515018087,0.9445850128704747,291402,1.1780022446502294,1.0,S2,W29U_350A2A50D509582EE77C5BC2
0.0,0.0,0.8407275617633981,291402,0.9150394287491105,0.0,S2,W29U_900AA2BEA87870498EC902FB
0.16102126353930607,0.02359852015346553,0.8643260819168637,291402,0.7676986237434829,0.25,S2,W29U_900AA2BEA87870498EC902FB
-0.03123085184980969,0.04197852685552528,0.8827060886189234,291402,0.9436168895851397,0.5,S2,W29U_900AA2BEA87870498EC902FB
-0.15357652998030888,0.05822708049800829,0.8989546422614064,291402,1.0555680090117165,0.75,S2,W29U_900AA2BEA87870498EC902FB
0.1273676249067915,0.07830266193804725,0.9190302237014454,291402,0.7984930300131416,1.0,S2,W29U_900AA2BEA87870498EC902FB
0.0,0.0,0.9043799827284902,291402,1.0831023655233147,0.0,S2,W29U_A28F88AE9DF49C367E44FAD1
0.04145225624192192,0.010944773211096881,0.9153247559395871,291402,1.038205328731369,0.25,S2,W29U_A28F88AE9DF49C367E44FAD1
0.17855831274812103,0.023796035014924777,0.928176017743415,291402,0.8897054346017944,0.5,S2,W29U_A28F88AE9DF49C367E44FAD1
0.21877281269753082,0.04505450634222985,0.94943448907072,291402,0.8461490145782112,0.75,S2,W29U_A28F88AE9DF49C367E44FAD1
0.13750265050229607,0.05418808309717582,0.958568065825666,291402,0.9341729194984147,1.0,S2,W29U_A28F88AE9DF49C367E44FAD1
0.0,0.0,0.9492071773946305,291402,0.7896548597773698,0.0,S2,W29U_5D9D815DFF68050432EF99CA
0.7369482954910382,0.03590714809989071,0.9851143254945212,291402,0.2077200568374854,0.25,S2,W29U_5D9D815DFF68050432EF99CA
0.88974687213417,0.046585756062539896,0.9957929334571703,291402,0.08706191822401864,0.5,S2,W29U_5D9D815DFF68050432EF99CA
0.9564472672820716,0.04995577554926811,0.9991629529438986,291402,0.034391627046340585,0.75,S2,W29U_5D9D815DFF68050432EF99CA
0.9176461739469308,0.04754580485299276,0.9967529822476232,291402,0.06503109896314863,1.0,S2,W29U_5D9D815DFF68050432EF99CA
0.0,0.0,0.9716678188444907,291402,1.3452588103364826,0.0,S2,W29U_5CE02771C093B1300C2D102D
-0.10471086162807121,-0.01584555609741567,0.955822262747075,291402,1.4861220194796745,0.25,S2,W29U_5CE02771C093B1300C2D102D
0.4233464306547701,0.020348726958516083,0.9920165458030068,291402,0.7757482946732269,0.5,S2,W29U_5CE02771C093B1300C2D102D
0.9088122375864718,0.02690129079664927,0.99856910964114,291402,0.12267114078075998,0.75,S2,W29U_5CE02771C093B1300C2D102D
0.9649246172784429,0.0279085987767983,0.999576417621289,291402,0.04718546763113354,1.0,S2,W29U_5CE02771C093B1300C2D102D
0.0,0.0,0.9237251235865807,291402,1.1693281895222218,0.0,S2,W29U_08B2456A07EE4238C5B02531
-0.00853515245702103,0.027069342108733352,0.950794465695314,291402,1.179308583892095,0.25,S2,W29U_08B2456A07EE4238C5B02531
0.3220741217745095,0.05185981179427057,0.9755849353808512,291402,0.7927178398153529,0.5,S2,W29U_08B2456A07EE4238C5B02531
-0.33028702292072953,0.060275415744690086,0.9840005393312707,291402,1.5555421160571334,0.75,S2,W29U_08B2456A07EE4238C5B02531
0.5857582952823566,0.0652122595442085,0.9889373831307892,291402,0.48438450260149507,1.0,S2,W29U_08B2456A07EE4238C5B02531
0.0,0.0,0.944246510631419,291402,0.9694990596257979,0.0,S2,W29U_DEE413EAB57AC5251CC94C3E
0.010602192056667818,0.015263975914018069,0.959510486545437,291402,0.9592202443968757,0.25,S2,W29U_DEE413EAB57AC5251CC94C3E
-0.029825748649202403,0.027791233522852843,0.9720377441542718,291402,0.9984150948938648,0.5,S2,W29U_DEE413EAB57AC5251CC94C3E
-0.06502254744015547,0.03811798432141966,0.9823644949528386,291402,1.0325383582235674,0.75,S2,W29U_DEE413EAB57AC5251CC94C3E
0.0028598123704645694,0.04491106565337355,0.9891575762847925,291402,0.9667264742219234,1.0,S2,W29U_DEE413EAB57AC5251CC94C3E
0.0,0.0,0.6126757921090892,291402,1.0410291383102737,0.0,S2,W29U_D81E592C61FB76827E183645
0.22317732336735951,0.028999152903244285,0.6416749450123335,291402,0.8086950416745349,0.25,S2,W29U_D81E592C61FB76827E183645
0.5183101095323696,0.15709485274432278,0.769770644853412,291402,0.5014532116057691,0.5,S2,W29U_D81E592C61FB76827E183645
0.6135476947415606,0.23277563322442207,0.8454514253335113,291402,0.40230811034059843,0.75,S2,W29U_D81E592C61FB76827E183645
0.7060741382198218,0.28050115988181334,0.8931769519909025,291402,0.3059853866154174,1.0,S2,W29U_D81E592C61FB76827E183645
0.0,0.0,0.944792579850594,291402,1.7151605034663624,0.0,S2,W29U_1132CA32846D8F057C579B58
0.24747112251582176,0.011093817431184538,0.9558863972817785,291402,1.2907078083784922,0.25,S2,W29U_1132CA32846D8F057C579B58
0.7560616710959568,0.03402170769035673,0.9788142875409507,291402,0.4183933870170457,0.5,S2,W29U_1132CA32846D8F057C579B58
0.9273227413313017,0.04977930668781416,0.9945718865384081,291402,0.12465316356783228,0.75,S2,W29U_1132CA32846D8F057C579B58
0.9629501007537076,0.05252373498892704,0.997316314839521,291402,0.06354652384368586,1.0,S2,W29U_1132CA32846D8F057C579B58
0.0,0.0,0.9110873745901032,291402,1.4727583203184567,0.0,S2,W29U_FE6861630248BEA0B78E17F9
0.6630578330992732,0.03582125364614985,0.9469086282362531,291402,0.49623437976851226,0.25,S2,W29U_FE6861630248BEA0B78E17F9
0.23453438538043184,0.05768460770607231,0.9687719822961756,291402,1.1273458528484157,0.5,S2,W29U_FE6861630248BEA0B78E17F9
-0.0478173992794666,0.06716257512601209,0.9782499497161153,291402,1.5431817929633287,0.75,S2,W29U_FE6861630248BEA0B78E17F9
0.6763308066212491,0.06680121426405816,0.9778885888541614,291402,0.47668649757864257,1.0,S2,W29U_FE6861630248BEA0B78E17F9
0.0,0.0,0.6432571128516476,291402,0.9032413637898091,0.0,S2,W29U_4B296E6D957772C67FE3C252
-0.567917180665094,0.10900967632296388,0.7522667891746114,291402,1.41620765257398,0.25,S2,W29U_4B296E6D957772C67FE3C252
0.605292407614859,0.26223015173727726,0.9054872645889248,291402,0.35651622404354155,0.5,S2,W29U_4B296E6D957772C67FE3C252
0.8559530505937681,0.3386388246811347,0.9818959375327823,291402,0.1301091630305906,0.75,S2,W29U_4B296E6D957772C67FE3C252
0.7854550204141848,0.338738933753302,0.9819960466049495,291402,0.19378589995456305,1.0,S2,W29U_4B296E6D957772C67FE3C252
0.0,0.0,0.645305134624146,291402,1.554226910702519,0.0,S2,W29U_A7B8E37FC1BCCA0FFB6D7F9E
0.11864399796925734,0.12906184394708198,0.7743669785712279,291402,1.3698272162652456,0.25,S2,W29U_A7B8E37FC1BCCA0FFB6D7F9E
0.13015379881937592,0.23849121736991774,0.8837963519940637,291402,1.3519383740471531,0.5,S2,W29U_A7B8E37FC1BCCA0FFB6D7F9E
0.02159928433452706,0.24323716276713225,0.8885422973912782,291402,1.5206567217378602,0.75,S2,W29U_A7B8E37FC1BCCA0FFB6D7F9E
0.2145127995250786,0.26980731108828226,0.9151124457124282,291402,1.2208253449902928,1.0,S2,W29U_A7B8E37FC1BCCA0FFB6D7F9E
0.0,0.0,0.8251297823406376,291402,1.3986063358573455,0.0,S2,W29U_E40515EC2262E92D9B884A15
-0.05752614184652687,0.11114650779371116,0.9362762901343488,291402,1.479062762321384,0.25,S2,W29U_E40515EC2262E92D9B884A15
0.03066270284432019,0.12606999365316662,0.9511997759938042,291402,1.3557212853847376,0.5,S2,W29U_E40515EC2262E92D9B884A15
-0.1538287457575456,-0.7758592463641123,0.049270535976525295,291402,1.6137521943109914,0.75,S2,W29U_E40515EC2262E92D9B884A15
0.39498538899220614,0.1593308086472507,0.9844605909878883,291402,0.8461772682413727,1.0,S2,W29U_E40515EC2262E92D9B884A15
0.0,0.0,0.7314453335303702,291402,1.1832052815101048,0.0,S2,W29U_41FD60E27CD7FE165904AA23
0.004157663287329138,0.047758535393792156,0.7792038689241624,291402,1.1782859123497922,0.25,S2,W29U_41FD60E27CD7FE165904AA23
0.012973839033058316,0.12390778335243224,0.8553531168828025,291402,1.1678545666447153,0.5,S2,W29U_41FD60E27CD7FE165904AA23
0.019734342762312885,0.14859629355326753,0.8800416270836378,291402,1.1598555029265858,0.75,S2,W29U_41FD60E27CD7FE165904AA23
0.026437261159639878,0.2051673696831915,0.9366127032135617,291402,1.1519245744773305,1.0,S2,W29U_41FD60E27CD7FE165904AA23
0.0,0.0,0.9787890399587678,291402,0.8143399949809775,0.0,S2,W29U_F38CAC611236E1EDC4F0B734
0.2950958739288816,0.005194129189064256,0.983983169147832,291402,0.5740316224865298,0.25,S2,W29U_F38CAC611236E1EDC4F0B734
-0.42361130495489946,0.013129637730263433,0.9919186776890312,291402,1.1593036229322593,0.5,S2,W29U_F38CAC611236E1EDC4F0B734
0.3339529618816204,0.018304946065960004,0.9970939860247278,291402,0.5423887416780823,0.75,S2,W29U_F38CAC611236E1EDC4F0B734
0.2972929700826283,0.010042154048777285,0.988831194007545,291402,0.5722424392157128,1.0,S2,W29U_F38CAC611236E1EDC4F0B734
0.0,0.0,0.8672010796517919,291402,1.1012155190459807,0.0,S2,W29U_253B572365B24FEC3BC50C3A
0.001208012250148515,0.020065195255079993,0.8872662749068719,291402,1.0998852372089183,0.25,S2,W29U_253B572365B24FEC3BC50C3A
-0.016724260492441977,0.04114337613417118,0.9083444557859631,291402,1.119632534244842,0.5,S2,W29U_253B572365B24FEC3BC50C3A
-0.033711070197482956,0.06207957232651262,0.9292806519783046,291402,1.138338672711131,0.75,S2,W29U_253B572365B24FEC3BC50C3A
-0.01115142051133651,0.08212117270781283,0.9493222523596048,291402,1.1134956363724833,1.0,S2,W29U_253B572365B24FEC3BC50C3A
0.0,0.0,0.9658422957338137,291402,1.2972054484626425,0.0,S2,W29U_9EC6A4D2F3C37960EF79F609
-0.02610536642216757,0.009387327148378088,0.9752296228821918,291402,1.3310694720196181,0.25,S2,W29U_9EC6A4D2F3C37960EF79F609
0.034796998764213716,0.015261784559339242,0.981104080293153,291402,1.2520665920755218,0.5,S2,W29U_9EC6A4D2F3C37960EF79F609
0.614690881820468,0.0294685228117193,0.995310818545533,291402,0.4998250874442104,0.75,S2,W29U_9EC6A4D2F3C37960EF79F609
0.9732870615584327,0.03329765524539152,0.9991399509792053,291402,0.034652169289875,1.0,S2,W29U_9EC6A4D2F3C37960EF79F609
0.0,0.0,0.7072760199412472,291402,1.125818136748277,0.0,S2,W29U_2EE18F548561B5DF87AA953F
0.1439498472773443,0.015529490290481451,0.7228055102317287,291402,0.9637567879011542,0.25,S2,W29U_2EE18F548561B5DF87AA953F
0.13686799015415219,0.05661524156142739,0.7638912615026746,291402,0.9717296710923109,0.5,S2,W29U_2EE18F548561B5DF87AA953F
0.020903947939020378,0.06977503019802689,0.7770510501392741,291402,1.102284093028865,0.75,S2,W29U_2EE18F548561B5DF87AA953F
0.4416773372172962,0.08172788169872147,0.7890039016399687,291402,0.6285697799179184,1.0,S2,W29U_2EE18F548561B5DF87AA953F
0.0,0.0,0.8727276746709789,291402,0.9447602784985096,0.0,S2,W29U_03F715C9B2E6CAD085714748
-0.13700698205454787,0.023415560756913312,0.8961432354278922,291402,1.0741990330207416,0.25,S2,W29U_03F715C9B2E6CAD085714748
-0.04672732194402921,0.047251569481071565,0.9199792441520505,291402,0.9889063961918869,0.5,S2,W29U_03F715C9B2E6CAD085714748
0.15481633982198054,0.07255804958465684,0.9452857242556357,291402,0.7984959501720206,0.75,S2,W29U_03F715C9B2E6CAD085714748
-0.044898940574862066,0.09090737604187638,0.9636350507128553,291402,0.9871790141003493,1.0,S2,W29U_03F715C9B2E6CAD085714748
0.0,0.0,0.9530385258806776,291402,1.0360865389285865,0.0,S2,W29U_6E1CE2BCDE6D0C1A10B6BCF1
0.10054185839025796,0.0032697528873066872,0.9563082787679843,291402,0.9319164728514755,0.25,S2,W29U_6E1CE2BCDE6D0C1A10B6BCF1
0.2559812446975703,0.008575592969362722,0.9616141188500403,291402,0.7708678170789933,0.5,S2,W29U_6E1CE2BCDE6D0C1A10B6BCF1
0.4683252147612535,0.02082748157182246,0.9738660074525001,291402,0.550861088073144,0.75,S2,W29U_6E1CE2BCDE6D0C1A10B6BCF1
0.696266318696462,0.028118229118383686,0.9811567549990613,291402,0.3146943786171247,1.0,S2,W29U_6E1CE2BCDE6D0C1A10B6BCF1
0.0,0.0,0.6284704744328121,291402,1.1195190017178023,0.0,S2,W29U_B37F78D6C87C711025971C0A
0.1886466679122115,0.05717254911466951,0.6856430235474816,291402,0.9083254723791448,0.25,S2,W29U_B37F78D6C87C711025971C0A
0.42072229626073104,0.12824823952641984,0.756718713959232,291402,0.6485123966071464,0.5,S2,W29U_B37F78D6C87C711025971C0A
0.6591265393558039,0.24702973228443847,0.8755002067172506,291402,0.38161431637182386,0.75,S2,W29U_B37F78D6C87C711025971C0A
0.7427302814895042,0.3103144295096052,0.9387849039424173,291402,0.2880183384383475,1.0,S2,W29U_B37F78D6C87C711025971C0A
0.0,0.0,0.6234706980556117,291402,0.7895620332465969,0.0,S2,W29U_BA8F0BBA7DD34894F52D8984
-0.3589919294268919,0.02707845588847335,0.6505491539440851,291402,1.0730084309643715,0.25,S2,W29U_BA8F0BBA7DD34894F52D8984
-0.033298473392388166,0.05308140075017709,0.6765520988057888,291402,0.8158532436023319,0.5,S2,W29U_BA8F0BBA7DD34894F52D8984
0.015973586384146865,0.1098444472887431,0.7333151453443548,291402,0.7769498959028738,0.75,S2,W29U_BA8F0BBA7DD34894F52D8984
0.47323140745304637,0.2345008416587785,0.8579715397143902,291402,0.41591648098134765,1.0,S2,W29U_BA8F0BBA7DD34894F52D8984
0.0,0.0,0.6225795386291951,291402,1.0294995202215642,0.0,S2,W29U_1A76051F68A035461FA58639
0.6024285199299926,0.10063721735940523,0.7232167559886004,291402,0.40929964798524726,0.25,S2,W29U_1A76051F68A035461FA58639
0.6681123335102949,0.1983671830029392,0.8209467216321343,291402,0.34167819341793787,0.5,S2,W29U_1A76051F68A035461FA58639
0.7330775565115858,0.2898690118063455,0.9124485504355406,291402,0.27479652750695677,0.75,S2,W29U_1A76051F68A035461FA58639
0.798318071624163,0.34364895850874344,0.9662284971379386,291402,0.20763144849948573,1.0,S2,W29U_1A76051F68A035461FA58639
0.0,0.0,0.8822276519041264,291402,1.3308624204502584,0.0,S2,W29U_2E4321BF2DB1D8DD3E839BC4
-0.20862863087149283,0.049110250045168335,0.9313379019492948,291402,1.6085184251073255,0.25,S2,W29U_2E4321BF2DB1D8DD3E839BC4
0.8045094834873916,0.09845459320880556,0.980682245112932,291402,0.2601709819802367,0.5,S2,W29U_2E4321BF2DB1D8DD3E839BC4
0.9544481489019818,0.11514060144311244,0.9973682533472389,291402,0.0606232468073438,0.75,S2,W29U_2E4321BF2DB1D8DD3E839BC4
0.9188946514454538,0.11074382930705473,0.9929714812111812,291402,0.10794006048784628,1.0,S2,W29U_2E4321BF2DB1D8DD3E839BC4
0.0,0.0,0.7445537036934616,291402,0.8529109040674887,0.0,S2,W29U_F0D8813BABEB03235BE3F5F1
-0.2571408827749953,0.029278609787437015,0.7738323134808986,291402,1.0722291668680792,0.25,S2,W29U_F0D8813BABEB03235BE3F5F1
0.02614383751049714,0.06435210789988532,0.808905811593347,291402,0.8306125399805909,0.5,S2,W29U_F0D8813BABEB03235BE3F5F1
-0.10766089767996577,0.0671794000717445,0.8117331037652061,291402,0.9447360576405334,0.75,S2,W29U_F0D8813BABEB03235BE3F5F1
0.05525851830673264,0.10567263785915149,0.8502263415526131,291402,0.8057803112610082,1.0,S2,W29U_F0D8813BABEB03235BE3F5F1
0.0,0.0,0.624824581505741,291402,1.0597679355255194,0.0,S2,W29U_75E1B5DFD8A7A539DE8FC900
0.22548225383703327,0.051113818197146554,0.6759383997028876,291402,0.82080907287878,0.25,S2,W29U_75E1B5DFD8A7A539DE8FC900
0.3582148486567243,0.11903557233333384,0.7438601538390749,291402,0.680143324889638,0.5,S2,W29U_75E1B5DFD8A7A539DE8FC900
0.7001091635902121,0.20271611532968292,0.827540696835424,291402,0.317814692584322,0.75,S2,W29U_75E1B5DFD8A7A539DE8FC900
0.7756328393657335,0.3022497806596105,0.9270743621653516,291402,0.23777712262432346,1.0,S2,W29U_75E1B5DFD8A7A539DE8FC900
0.0,0.0,0.8781983652089087,291402,1.3092765954578702,0.0,S2,W29U_9F64F2ED6522A8545701DEE2
0.1684548055527827,0.036071696459987646,0.9142700616688963,291402,1.088722661155037,0.25,S2,W29U_9F64F2ED6522A8545701DEE2
0.823738423430889,0.09155040520740698,0.9697487704163157,291402,0.23077515687961855,0.5,S2,W29U_9F64F2ED6522A8545701DEE2
0.9138890838225282,0.1124176660489642,0.9906160312578729,291402,0.11274300716368438,0.75,S2,W29U_9F64F2ED6522A8545701DEE2
0.9556795729111401,0.1189816241666175,0.9971799893755262,291402,0.05802769788718549,1.0,S2,W29U_9F64F2ED6522A8545701DEE2
0.0,0.0,0.9513945024540296,291402,0.9451888715052295,0.0,S2,W29U_1B1E7F331C8C1B7B2435E8C2
0.003621669976010094,0.012185441339807035,0.9635799437938366,291402,0.9417657093476365,0.25,S2,W29U_1B1E7F331C8C1B7B2435E8C2
-0.03781775800754574,0.02169484524456544,0.973089347698595,291402,0.9809337955192773,0.5,S2,W29U_1B1E7F331C8C1B7B2435E8C2
-0.06842603154014647,0.02954511055609388,0.9809396130101234,291402,1.0098643950383102,0.75,S2,W29U_1B1E7F331C8C1B7B2435E8C2
-0.005875191452582001,0.03543328473366669,0.9868277871876963,291402,0.9507420370841785,1.0,S2,W29U_1B1E7F331C8C1B7B2435E8C2
0.0,0.0,0.8986492883533186,291402,1.3358668070653943,0.0,S2,W29U_8FEF3BAD240070F8614650A4
-0.20666960278111557,0.01774511370635845,0.916394402059677,291402,1.6119498694502832,0.25,S2,W29U_8FEF3BAD240070F8614650A4
-0.0038666414458523994,0.0689193757701333,0.9675686641234519,291402,1.3410321250277357,0.5,S2,W29U_8FEF3BAD240070F8614650A4
-0.12127770196338805,0.05449861734208272,0.9531479056954013,291402,1.4978776635555753,0.75,S2,W29U_8FEF3BAD240070F8614650A4
0.1073360724603221,0.0737990120558536,0.9724483004091722,291402,1.1924801106647767,1.0,S2,W29U_8FEF3BAD240070F8614650A4
0.0,0.0,0.6422137980362098,291403,0.6955247825919235,0.0,S1,W29U_2B98D8963199CEBD39881CF3
0.0535739901932388,0.05867958744572954,0.7008933854819394,291403,0.6582627447101357,0.25,S1,W29U_2B98D8963199CEBD39881CF3
0.08006420552551088,0.12987802407953597,0.7720918221157458,291403,0.6398381434503174,0.5,S1,W29U_2B98D8963199CEBD39881CF3
0.30632776508155635,0.2384813873322026,0.8806951853684124,291403,0.4824662303813979,0.75,S1,W29U_2B98D8963199CEBD39881CF3
0.4988001517813079,0.2855645629783271,0.9277783610145369,291403,0.3485969154669121,1.0,S1,W29U_2B98D8963199CEBD39881CF3
0.0,0.0,0.941826695406353,291403,0.2905853411416014,0.0,S1,W29U_11EACAC0A69B433BE5335374
