P_d,P_s,S_sub_gamma_CF,checkpoint,d_R_gamma_CF,gamma,stratum,unit_id
0.5438589381073645,0.1978277575963675,0.9098398229477511,291402,0.34815620376834283,1.0,S1,W29U_5E9585B5B6DBFD2154636B70
0.0,0.0,0.7138758005571164,291402,0.5476719797616856,0.0,S1,W29U_E9525766D7F0FD19E74D6A7E
0.04887291838796666,0.032669199460432785,0.7465450000175492,291402,0.5209056517913677,0.25,S1,W29U_E9525766D7F0FD19E74D6A7E
0.577086307941602,0.1712214252711587,0.8850972258282751,291402,0.23161797899736963,0.5,S1,W29U_E9525766D7F0FD19E74D6A7E
0.5729013679618966,0.22348273426307663,0.937358534820193,291402,0.23390995336124284,0.75,S1,W29U_E9525766D7F0FD19E74D6A7E
0.26025306670697673,0.131214446222787,0.8450902467799034,291402,0.4051386674789654,1.0,S1,W29U_E9525766D7F0FD19E74D6A7E
0.0,0.0,0.5345438197639398,291402,0.8798190485934502,0.0,S1,W29U_BA70175A76438B66A59B5FB8
0.1660182064809673,0.08973560828606197,0.6242794280500018,291402,0.7337530681180086,0.25,S1,W29U_BA70175A76438B66A59B5FB8
0.34819097843216157,0.11507578449490141,0.6496196042588412,291402,0.5734739932200951,0.5,S1,W29U_BA70175A76438B66A59B5FB8
0.4478485026589707,0.19690516124828106,0.7314489810122209,291402,0.4857934050695855,0.75,S1,W29U_BA70175A76438B66A59B5FB8
0.18279908341292272,0.3015139263354827,0.8360577460994225,291402,0.718988932941155,1.0,S1,W29U_BA70175A76438B66A59B5FB8
0.0,0.0,0.5277415692175542,291402,0.8425349112490358,0.0,S1,W29U_A972A9FE615861DB83C1C26E
0.15618269644857183,0.08988720650281679,0.617628775720371,291402,0.710945536957947,0.25,S1,W29U_A972A9FE615861DB83C1C26E
0.33903080373791467,0.11100748896275336,0.6387490581803076,291402,0.5568896231106836,0.5,S1,W29U_A972A9FE615861DB83C1C26E
0.3233547328726491,0.20482593838495022,0.7325675076025044,291402,0.5700972600858993,0.75,S1,W29U_A972A9FE615861DB83C1C26E
0.09081847938435614,0.2997723433502748,0.827513912567829,291402,0.7660171717810741,1.0,S1,W29U_A972A9FE615861DB83C1C26E
0.0,0.0,0.8488741891904786,291402,0.4961312577573081,0.0,S1,W29U_D72E64A6FE3FD6481A8DD4F3
0.03965303661677271,0.045596602939782516,0.8944707921302611,291402,0.4764581468266924,0.25,S1,W29U_D72E64A6FE3FD6481A8DD4F3
0.30856878545582933,0.09915190393475604,0.9480260931252347,291402,0.343040638124154,0.5,S1,W29U_D72E64A6FE3FD6481A8DD4F3
0.5737552208405025,0.08355290701947893,0.9324270962099576,291402,0.21147335839631382,0.75,S1,W29U_D72E64A6FE3FD6481A8DD4F3
-0.11165989248512972,-0.11748370142464648,0.7313904877658322,291402,0.551529220657113,1.0,S1,W29U_D72E64A6FE3FD6481A8DD4F3
0.0,0.0,0.9805524501730446,291402,0.1854839750992552,0.0,S1,W29U_AAD068AB87B51FB466F1641F
0.06102815093623976,0.003067959008189458,0.9836204091812341,291402,0.1741642310705831,0.25,S1,W29U_AAD068AB87B51FB466F1641F
0.04466706086109639,0.0035243230372120626,0.9840767732102567,291402,0.17719895109469402,0.5,S1,W29U_AAD068AB87B51FB466F1641F
-0.07152587798455799,0.0006961940827848734,0.9812486442558295,291402,0.19875087927036686,0.75,S1,W29U_AAD068AB87B51FB466F1641F
-0.2768188857697731,-0.005337503530357002,0.9752149466426876,291402,0.2368294424146562,1.0,S1,W29U_AAD068AB87B51FB466F1641F
0.0,0.0,0.5607663065670008,291402,0.762403706866718,0.0,S1,W29U_6CFF1D75487CD3A42D913977
-0.03653923830840987,0.025337415602991187,0.586103722169992,291402,0.7902613575991726,0.25,S1,W29U_6CFF1D75487CD3A42D913977
0.22120997533279532,0.17387817602038547,0.7346444825873862,291402,0.5937524016768784,0.5,S1,W29U_6CFF1D75487CD3A42D913977
0.4948576916855621,0.2980285220785005,0.8587948286455013,291402,0.38512236835364316,0.75,S1,W29U_6CFF1D75487CD3A42D913977
0.7788338689915498,0.4058747787675373,0.9666410853345381,291402,0.16861787811343376,1.0,S1,W29U_6CFF1D75487CD3A42D913977
0.0,0.0,0.5636269967350566,291402,0.6905727277122025,0.0,S1,W29U_E39EA8A21758C10BCC5F4B25
0.09190369872576838,0.05127031426543616,0.6148973110004927,291402,0.6271065397962162,0.25,S1,W29U_E39EA8A21758C10BCC5F4B25
0.22373634562203948,0.12653134833260926,0.6901583450676658,291402,0.5360665092274068,0.5,S1,W29U_E39EA8A21758C10BCC5F4B25
0.42428808127409745,0.33423411819498317,0.8978611149300397,291402,0.39757095009054805,0.75,S1,W29U_E39EA8A21758C10BCC5F4B25
0.6682656365516291,0.40258548620360635,0.9662124829386629,291402,0.22908670424174438,1.0,S1,W29U_E39EA8A21758C10BCC5F4B25
0.0,0.0,0.9643598732156414,291402,0.2833413912388385,0.0,S1,W29U_C886BB9C0B293A1ED9758B14
0.4592441931045785,0.022956187887126944,0.9873160611027684,291402,0.1532185026457702,0.25,S1,W29U_C886BB9C0B293A1ED9758B14
0.798649687347617,0.03292143046615559,0.997281303681797,291402,0.05705087771250268,0.5,S1,W29U_C886BB9C0B293A1ED9758B14
0.7594468911979374,0.0313164102119754,0.9956762834276168,291402,0.0681586525140447,0.75,S1,W29U_C886BB9C0B293A1ED9758B14
0.22723284851913855,0.004973204960913691,0.9693330781765551,291402,0.2189569198040343,1.0,S1,W29U_C886BB9C0B293A1ED9758B14
0.0,0.0,0.837729936912492,291402,0.49501372957322365,0.0,S1,W29U_A5910054BB855156E9B32F8C
0.17745837464862005,0.04022208055565313,0.8779520174681451,291402,0.4071693976942304,0.25,S1,W29U_A5910054BB855156E9B32F8C
0.3365527019984819,0.09644254905972216,0.9341724859722141,291402,0.32841552135867286,0.5,S1,W29U_A5910054BB855156E9B32F8C
0.18054662329071028,-0.07745354956577921,0.7602763873467128,291402,0.40564067221605676,0.75,S1,W29U_A5910054BB855156E9B32F8C
-0.1345659775792786,-0.11952250055850355,0.7182074363539884,291402,0.5616257360085437,1.0,S1,W29U_A5910054BB855156E9B32F8C
0.0,0.0,0.9741683078383814,291402,0.1346120702915709,0.0,S1,W29U_2A89DC488AD15CBE1249ED0D
0.3334421170900236,0.012992180428988531,0.9871604882673699,291402,0.089726736587345,0.25,S1,W29U_2A89DC488AD15CBE1249ED0D
0.5088800216896677,0.020028138035911636,0.994196445874293,291402,0.06611067704139635,0.5,S1,W29U_2A89DC488AD15CBE1249ED0D
0.47903445201187317,0.021980147131833494,0.9961484549702149,291402,0.07012825096478545,0.75,S1,W29U_2A89DC488AD15CBE1249ED0D
