C_R_midpoint,E_int16,E_int32,E_int8,E_local,I16_I8_relative,I32_I16_relative,checkpoint,stratum,unit_id
0.20245576476641994,1.9830748875059097e-06,1.9174590973870056e-06,7.883672069723245e-06,0.23661408331540001,7.13041635090069e-06,4.3021715551551934e-07,291402,S1,W29U_32F562E65836D385C8CB4933
0.24525664126251262,2.760788399185409e-06,2.8338368206621574e-06,1.8074096034338278e-05,0.21880951520313105,1.7448170574551296e-05,1.1463312219065728e-06,291402,S1,W29U_BFAD2644EFC4F67B5A47D53E
0.14687300299532563,2.7535692078133007e-06,2.853563955841115e-06,1.539757144068983e-05,0.28410519403839113,1.4920534280906434e-05,9.44782215694354e-07,291402,S1,W29U_06C75BD11D18D5EDD00EABD8
0.17581666356175868,7.91934215526706e-06,6.55267439041532e-07,0.00012817038985397163,0.8404936899798241,0.00012039759484668513,7.439499018648912e-06,291402,S2,W29U_326073E5F43273FC845408A0
2.678044683780271,1.0024020800026553e-05,6.468176710514715e-07,0.00015710800351486338,0.7549598164392839,0.00014709230903022516,9.474188110170945e-06,291402,S2,W29U_76811E4D88E5C2FA3ACD9DD3
0.18218407223923208,4.282153049323145e-06,5.107717369403937e-07,7.255202816521728e-05,1.0044263757590515,6.829822564331847e-05,3.9890774133797534e-06,291402,S2,W29U_7091BA5B54BA708C00866B17
0.8168797783749243,4.564222566041513e-05,2.3166784837869806e-06,0.0021666505521341912,1.5344673233790067,0.0021537352371036947,4.3389689804555436e-05,291402,S2,W29U_F7AB4F136A77970A34D1A43F
0.47874669019463856,0.027443859089130527,0.000996566394806219,0.25992725533798744,1.2832246110365155,0.28429172480670734,0.026823840475671712,291402,S2,W29U_8E712C01124CEB485ECD2748
0.4278628511966395,3.2846245735074864e-05,1.978997966259639e-06,0.00045298596436084475,1.1492045382871414,0.0004216996197327076,3.090673022157281e-05,291402,S2,W29U_FA9D93D425F5C70A742F5E9C
0.9863275121292763,0.005283290948984001,0.0001383336996953179,0.08706846744628943,1.3528208178383743,0.08485875563939926,0.005302488459367713,291402,S2,W29U_A95DCDBC237EC90DA99443C6
0.6669230261214042,8.933045274874917e-07,5.840096743439326e-07,7.761717620139166e-06,0.2552724618887863,7.035832562621604e-06,5.079769934301812e-07,291402,S2,W29U_75056D080DB9B6E897E24389
0.4918158862080465,9.403416156093418e-06,9.067332983214253e-07,0.00012503520983989222,1.4861463249028048,0.00011572499763579771,8.837769691518859e-06,291402,S2,W29U_5D3E6C4B86EA4699F1BA5BC9
0.5142822248745341,0.0003884594630831463,1.7451004188343506e-05,0.02269259546747723,2.5944525703700214,0.022380254364669845,0.0003742336325816828,291402,S2,W29U_F0BEB3AB1E28EE7E91693942
0.1382887184705226,1.2653614931480132e-06,1.0345638188077302e-06,1.959981936048474e-05,0.8265428438449317,1.8768512903102433e-05,1.1561958251880975e-06,291402,S2,W29U_5D7544863F07E544752F14A3
0.5057592533483107,0.000860184981019872,8.205661770014508e-05,0.011379813387345243,2.0500457930313303,0.012132890246938359,0.0007789840478066967,291402,S2,W29U_894380770DDE02AAD0312DF3
2.532600211477953,5.646623159356809e-06,3.923416763042339e-07,9.659537305681789e-05,0.505625378229591,9.09816041578194e-05,5.363474890761597e-06,291402,S2,W29U_B580C1E61BF9DD2D208CAADD
1.5179294124199483,3.333482786494289e-06,5.626027972192796e-07,5.573067221164386e-05,0.5062432572705547,5.245962440264252e-05,3.035795030807476e-06,291402,S2,W29U_2341959B2E16642BC6F095EA
1.056834793776747,0.02142789768579093,0.0002938790814306028,0.1529824225413249,2.5993365875977488,0.1478530661271284,0.021435483893791567,291402,S2,W29U_892DA025ACDFF84933321F20
